dataset_number,physics_short,e-tag,crossSection_pb,genFiltEff,kFactor,nEvents,sumOfWeights,sumOfWeightsSquared,process,generator,keywords,description,job_path
345122,PowhegPy8EG_NNLOPS_nnlo_30_ggH125_tautaulp15hm20,e5814,6.0938,0.037826,1.0,200000.0,5670426.60918045,162287375.54376578,gg->H -> tautau -> l+h-,Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['1jet', '2tau', 'Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+PYTHIA8+EVTGEN H+jet production with NNLOPS,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345122.PowhegPy8EG_NNLOPS_nnlo_30_ggH125_tautaulp15hm20.py
345123,PowhegPy8EG_NNLOPS_nnlo_30_ggH125_tautauh30h20,e5814,3.0469,0.1889,1.0,280000.0,7937207.149173737,227202325.76137042,gg->H->tautau->hh,Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['1jet', '2tau', 'Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+PYTHIA8+EVTGEN H+jet production with NNLOPS,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345123.PowhegPy8EG_NNLOPS_nnlo_30_ggH125_tautauh30h20.py
345124,PowhegPy8EG_NNLOPS_nnlo_30_ggH125_etau_filt,e5814,28.302,6.393e-06,1.0,1218000.0,34522996.97948456,988330117.0614107,gg->H->etau,Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['1jet', 'Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+PYTHIA8+EVTGEN H+jet production with NNLOPS,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345124.PowhegPy8EG_NNLOPS_nnlo_30_ggH125_etau_filt.py
345125,PowhegPy8EG_NNLOPS_nnlo_30_ggH125_mutau_filt,e5814,28.302,6.395e-06,1.0,1338000.0,37920262.24489975,1085702542.3875482,gg->H->mutau,Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['1jet', 'Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+PYTHIA8+EVTGEN H+jet production with NNLOPS,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345125.PowhegPy8EG_NNLOPS_nnlo_30_ggH125_mutau_filt.py
345211,PowhegPy8EG_NNPDF30_AZNLO_WmH125J_Winc_MINLO_tautau,e5808,0.033417,1.0,1.0,40000.0,21605.314300060272,12054.779325026222,"qq->WmH, W->all, H->tautau",Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['2tau', 'Higgs', 'SM', 'SMHiggs', 'WHiggs', 'mH125']","POWHEG+MiNLO+PYTHIA8, H+Wm+jet, W->all, H->tautau",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345211.PowhegPy8EG_NNPDF30_AZNLO_WmH125J_Winc_MINLO_tautau.py
345212,PowhegPy8EG_NNPDF30_AZNLO_WpH125J_Winc_MINLO_tautau,e5808,0.052685,1.0,1.0,50000.0,43128.987257003784,38446.8561945332,"qq->WpH, W->all, H->tautau",Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['2tau', 'Higgs', 'SM', 'SMHiggs', 'WHiggs', 'mH125']","POWHEG+MiNLO+PYTHIA8, H+Wp+jet, W->all, H->tautau",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345212.PowhegPy8EG_NNPDF30_AZNLO_WpH125J_Winc_MINLO_tautau.py
345213,PowhegPy8EG_NNPDF30_AZNLO_WmH125J_Winc_MINLO_etau,e5808,0.54011,1.0,1.0,45000.0,24283.1962788105,13561.626740654494,"qq->WmH, W->all, H->etau",Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['Higgs', 'SM', 'SMHiggs', 'WHiggs', 'mH125']","POWHEG+MiNLO+PYTHIA8, H+Wm+jet, W->all, H->etau",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345213.PowhegPy8EG_NNPDF30_AZNLO_WmH125J_Winc_MINLO_etau.py
345214,PowhegPy8EG_NNPDF30_AZNLO_WpH125J_Winc_MINLO_etau,e5808,0.86206,1.0,1.0,80000.0,68949.9078565836,61514.96991125836,"qq->WpH, W->all, H->etau",Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['Higgs', 'SM', 'SMHiggs', 'WHiggs', 'mH125']","POWHEG+MiNLO+PYTHIA8, H+Wp+jet, W->all, H->etau",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345214.PowhegPy8EG_NNPDF30_AZNLO_WpH125J_Winc_MINLO_etau.py
345215,PowhegPy8EG_NNPDF30_AZNLO_WmH125J_Winc_MINLO_mutau,e5808,0.54011,1.0,1.0,50000.0,27025.856870412827,15068.474156282766,"qq->WmH, W->all, H->mutau",Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['Higgs', 'SM', 'SMHiggs', 'WHiggs', 'mH125']","POWHEG+MiNLO+PYTHIA8, H+Wm+jet, W->all, H->mutau",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345215.PowhegPy8EG_NNPDF30_AZNLO_WmH125J_Winc_MINLO_mutau.py
345216,PowhegPy8EG_NNPDF30_AZNLO_WpH125J_Winc_MINLO_mutau,e5808,0.86206,1.0,1.0,94000.0,80993.12335324287,72280.0896457247,"qq->WpH, W->all, H->mutau",Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['Higgs', 'SM', 'SMHiggs', 'WHiggs', 'mH125']","POWHEG+MiNLO+PYTHIA8, H+Wp+jet, W->all, H->mutau",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345216.PowhegPy8EG_NNPDF30_AZNLO_WpH125J_Winc_MINLO_mutau.py
345217,PowhegPy8EG_NNPDF30_AZNLO_ZH125J_Zinc_MINLO_tautau,e5808,0.055438,0.06272,1.0,74000.0,56288.30947971344,44561.615341404045,"qq->ZH, Z->all, H->tautau",Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['2tau', 'Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']","POWHEG+MiNLO+PYTHIA8, H+Z+jet, Z->all, H->tautau",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345217.PowhegPy8EG_NNPDF30_AZNLO_ZH125J_Zinc_MINLO_tautau.py
345218,PowhegPy8EG_NNPDF30_AZNLO_ZH125J_Zinc_MINLO_etau,e5808,0.76094,1e-05,1.0,80000.0,60823.283569812775,48174.719288008644,"qq->ZH, Z->all, H->etau",Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']","POWHEG+MiNLO+PYTHIA8, H+Z+jet, Z->all, H->etau",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345218.PowhegPy8EG_NNPDF30_AZNLO_ZH125J_Zinc_MINLO_etau.py
345219,PowhegPy8EG_NNPDF30_AZNLO_ZH125J_Zinc_MINLO_mutau,e5808,0.76094,1e-05,1.0,70000.0,53294.48161530495,42152.87937700709,"qq->ZH, Z->all, H->mutau",Powheg+Pythia8(v8.212)+EvtGen(v1.6.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']","POWHEG+MiNLO+PYTHIA8, H+Z+jet, Z->all, H->mutau",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345219.PowhegPy8EG_NNPDF30_AZNLO_ZH125J_Zinc_MINLO_mutau.py
345316,PowhegPythia8EvtGen_NNLOPS_nnlo_30_ggH125_Zy_Zll,e5713,28.305,0.001533,1.0,600000.0,16981996.495944977,486862126.63127863,"ggH H->Zy, Z->ll",Powheg(v2_r3080)+Pythia8(v8.212)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'Zgamma', 'mH125']",125 GeV CPS,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345316.PowhegPythia8EvtGen_NNLOPS_nnlo_30_ggH125_Zy_Zll.py
345317,PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_Hyy_Wincl_MINLO,e5734,0.00120946,1.0,1.0,218000.0,117765.32227993011,65698.54732144238,"qq->WmH, H->gamgam, W->all",Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+Wm+jet->gamgam+all production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345317.PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_Hyy_Wincl_MINLO.py
345318,PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_Hyy_Wincl_MINLO,e5734,0.0019068,1.0,1.0,120000.0,103452.04539346695,92272.45486685293,"qq->WpH, H->gamgam, W->all",Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+Wp+jet->gamgam+all production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345318.PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_Hyy_Wincl_MINLO.py
345319,PowhegPythia8EvtGen_NNPDF30_AZNLO_ZH125J_Hyy_Zincl_MINLO,e5743,0.00172792,1.0,1.0,80000.0,60817.07552862167,48174.71928800399,"qq->ZH, H->gamgam, Z->all",Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']","POWHEG+MiNLO+Pythia8 H+Z+jet production: Z->all, H->gamgam",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345319.PowhegPythia8EvtGen_NNPDF30_AZNLO_ZH125J_Hyy_Zincl_MINLO.py
345320,PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_HZy_Wincl_MINLO,e5734,0.5399,0.001533,1.0,20000.0,10783.992125988007,6027.3896625131365,"qq->WmH, H->Zgam, W->all",Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+Wm+jet->Zgam+all production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345320.PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_HZy_Wincl_MINLO.py
345321,PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_HZy_Wincl_MINLO,e5734,0.86132,1.567e-05,1.0,20000.0,17227.39272224903,15378.742477814436,"qq->WpH, H->Zgam, W->all",Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+Wp+jet->Zgam+all production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345321.PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_HZy_Wincl_MINLO.py
345322,PowhegPythia8EvtGen_NNPDF30_AZNLO_ZH125J_HZy_Zincl_MINLO,e5743,0.76114,0.001533,1.0,40000.0,30475.274207115173,24087.359644004322,"qq->ZH, H->Zgam, Z->all",Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']","POWHEG+MiNLO+Pythia8 H+Z+jet production: Z->all, H->Zgam",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345322.PowhegPythia8EvtGen_NNPDF30_AZNLO_ZH125J_HZy_Zincl_MINLO.py
345324,PowhegPythia8EvtGen_NNLOPS_NN30_ggH125_WWlvlv_EF_15_5,e5769,1.11,0.49374,1.0,167000.0,4726922.222862244,135509958.57900387,gg->H->WW*->lvlv,Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'WW', 'mH125']","POWHEG+PYTHIA8+EVTGEN, ggH H->WW->lvlv",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345324.PowhegPythia8EvtGen_NNLOPS_NN30_ggH125_WWlvlv_EF_15_5.py
345325,PowhegPythia8EvtGen_NNPDF3_AZNLO_WpH125J_MINLO_qqWWlvlv,e5811,0.86215,1.0,1.0,100000.0,86277.26610720158,76893.7123890473,"WpH, W->qq, H->WW->lvlv",Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'WHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+W+jet->qqWW->qqlvlv production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345325.PowhegPythia8EvtGen_NNPDF3_AZNLO_WpH125J_MINLO_qqWWlvlv.py
345433,PowhegPythia8EvtGen_NNPDF3_AZNLO_WmH125J_MINLO_qqWWlvlv,e5811,0.54016,1.0,1.0,120000.0,64840.097637176514,36164.3379750837,"WmH, W->qq, H->WW->lvlv",Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'WHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+W+jet->qqWW->qqlvlv production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345433.PowhegPythia8EvtGen_NNPDF3_AZNLO_WmH125J_MINLO_qqWWlvlv.py
345445,PowhegPythia8EvtGen_NNPDF3_AZNLO_ZH125J_MINLO_vvWWlvlv,e5810,0.1501,1.0,1.0,50000.0,7498.533716373146,2063.4979859637956,"qq->ZH, H->WW, Z->vv",Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']",POWHEG+MiNLO+Pythia8 H+Z+jet->vvlvlv production,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345445.PowhegPythia8EvtGen_NNPDF3_AZNLO_ZH125J_MINLO_vvWWlvlv.py
345596,PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125_Zinc_HZZinv,e6025,0.05744,1.0,1.0,40000.0,2297.4008321762085,131.9512645920906,"gg->ZH, H->inv, Z->all",Powheg+Pythia8(v8.212)+EvtGen(v1.2.0),"['Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'invisible', 'mH125']",POWHEG+Pythia8 gg->H+Z production: H->inv (H->ZZ->vvvv) + Z->inc,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345596.PowhegPythia8EvtGen_NNPDF3_AZNLO_ggZH125_Zinc_HZZinv.py
345697,MadGraphPythia8EvtGen_AZNLOCTEQ6L1_ggfhtautaullNp2,e6529,33.532,0.05305118,1.0,219000.0,20816741.826431274,4757087266.774446,H->tautau dilep in GGF production,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.212)+EvtGen(v1.6.0),"['2lepton', 'BSM', 'BSMHiggs', 'Higgs', 'dijet', 'mH125', 'resonance']",ggF+012jets (FxFx merging) 125 GeV Higgs production in the Higgs Characterization model decaying to tautaull.,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345697.MadGraphPythia8EvtGen_AZNLOCTEQ6L1_ggfhtautaullNp2.py
345698,MadGraphPythia8EvtGen_AZNLOCTEQ6L1_ggfhtautaulhNp2,e6529,33.539,0.1504306,1.0,380000.0,36197695.96461487,8252993334.395253,GGF H->tau tau->lep had,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.212)+EvtGen(v1.6.0),"['BSM', 'BSMHiggs', 'Higgs', 'dijet', 'mH125', 'resonance']",ggF+012jets (FxFx merging) 125 GeV Higgs production in the Higgs Characterization model decaying to tautaulh.,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345698.MadGraphPythia8EvtGen_AZNLOCTEQ6L1_ggfhtautaulhNp2.py
345699,MadGraphPythia8EvtGen_AZNLOCTEQ6L1_ggfhtautauhhNp2,e6529,33.522,0.1897046,1.0,479000.0,45719485.10548401,10402478676.616869,GGF H->tau tau->had had,MadGraph5_aMC@NLO(v2.3.3.p1)+Pythia8(v8.212)+EvtGen(v1.6.0),"['BSM', 'BSMHiggs', 'Higgs', 'dijet', 'mH125', 'resonance']",ggF+012jets (FxFx merging) 125 GeV Higgs production in the Higgs Characterization model decaying to tautauhh.,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345699.MadGraphPythia8EvtGen_AZNLOCTEQ6L1_ggfhtautauhhNp2.py
345833,PowhegPythia8EvtGen_NNPDF30_AZNLOCTEQ6L1_VBFH125_Zllgam,e7111,3.7475,1.567e-05,1.0,299000.0,1120986.1668918133,4257350.628154254,"VBF H,  H->Zgam, Z->ll",Powheg+Pythia8.230+EvtGen,"['2lepton', 'Higgs', 'SM', 'SMHiggs', 'VBF', 'mH125', 'photon']","POWHEG+PYTHIA8+EVTGEN, VBF H->Zllgam",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345833.PowhegPythia8EvtGen_NNPDF30_AZNLOCTEQ6L1_VBFH125_Zllgam.py
345834,PowhegPythia8EvtGen_NNPDF30_AZNLOCTEQ6L1_VBFH125_gamstargam,e7111,0.18372,0.00227,1.0,40000.0,149984.04206681252,569595.6395906751,"VBF H,  H->gam*gam, gam*->ll",Powheg+Pythia8.230+EvtGen,"['2lepton', 'Higgs', 'SM', 'SMHiggs', 'VBF', 'mH125', 'photon']","POWHEG+PYTHIA8+EVTGEN, VBF H->gam*gam, gam*->ll",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345834.PowhegPythia8EvtGen_NNPDF30_AZNLOCTEQ6L1_VBFH125_gamstargam.py
345876,PowhegPythia8EvtGen_NNPDF30_AZNLO_ZH125J_Hee__Zincl_MINLO,e7162,0.76086,5.44e-09,1.0,50000.0,38080.12466621399,30109.199555005398,"qq->ZH, H->ee, Z->all",Powheg+Pythia8+EvtGen,"['2electron', 'Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125']","POWHEG+MiNLO+Pythia8 H+Z+jet production: Z->all, H->ee",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345876.PowhegPythia8EvtGen_NNPDF30_AZNLO_ZH125J_Hee__Zincl_MINLO.py
345877,PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_Hee_Wincl_MINLO,e7162,0.8615,5.44e-09,1.0,29000.0,24984.36696743965,22299.17659283107,"qq->WpH, H->ee, W->all",Powheg+Pythia8+EvtGen,"['2electron', 'Higgs', 'SM', 'SMHiggs', 'WHiggs', 'mH125']","POWHEG+MiNLO+Pythia8 H+Wp+jet production: W->all, H->ee",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345877.PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_Hee_Wincl_MINLO.py
345878,PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_Hee_Wincl_MINLO,e7162,0.54,1.0,1.0,30000.0,16182.57584452629,9041.084493769727,"qq->WmH, H->ee, W->all",Powheg+Pythia8+EvtGen,"['2electron', 'Higgs', 'SM', 'SMHiggs', 'WHiggs', 'mH125']","POWHEG+MiNLO+Pythia8 H+Wm+jet production: W->all, H->ee",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345878.PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_Hee_Wincl_MINLO.py
345944,aMcAtNloPy8EG_A14NNPDF23LO_ppx0yy_FxFx_Np012_SM,e7955,0.051118,1.0,1.0,200000.0,38772.48645910621,17793.329909408876,GGF H->gamma gamma,aMcAtNlo+Pythia8+EvtGen,"['BSM', 'Higgs', 'gluonFusionHiggs', 'jets', 'mH125', 'resonance']",ggF 125 GeV Higgs FxFx merged production in the Higgs Characterization model decaying to gammagamma.,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345944.aMcAtNloPy8EG_A14NNPDF23LO_ppx0yy_FxFx_Np012_SM.py
345948,PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_WWlvlv,e7172,0.08602,0.51032,1.0,180000.0,674706.7144770622,2564906.0562686953,VBF H->WW->llnunu,Powheg+Pythia8(v.230)+EvtGen(v.1.6.0),"['Higgs', 'SMHiggs', 'WW']","125 GeV CPS, Dipole ON",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345948.PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_WWlvlv.py
345949,PowhegPythia8EvtGen_NNPDF30_AZNLOCTEQ6L1_VBFH125_bb,e7252,2.18242752,1.0,1.0,160000.0,599807.457654953,2275676.2244888595,VBF H->bb,Powheg+Pythia8(v.230)+EvtGen,"['Higgs', 'SM', 'SMHiggs', 'VBF', 'mH125']","POWHEG+PYTHIA8+EVTGEN, VBF H->bb",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345949.PowhegPythia8EvtGen_NNPDF30_AZNLOCTEQ6L1_VBFH125_bb.py
345961,PowhegPythia8EvtGen_NNLOPS_nnlo_30_ggH125_gamstargam,e6740,1.3883,0.00227,1.0,100000.0,2830171.330181122,81143687.77188319,"ggH H->gam*gam, gam*->ll",Powheg(v2_r3376)+EvtGen(v1.6.0),"['2lepton', 'Higgs', 'SM', 'SMHiggs', 'mH125', 'photon']",125 GeV CPS,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345961.PowhegPythia8EvtGen_NNLOPS_nnlo_30_ggH125_gamstargam.py
345963,PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_Hgamstargam_MINLO,e6740,0.026674,1.0,1.0,20000.0,10821.322174072266,6027.3896625131365,"qq->WmH, H->gam*gam, W->all",Powheg+EvtGen(v1.6.0),"['2lepton', 'Higgs', 'SM', 'SMHiggs', 'mH125', 'photon']","POWHEG+MiNLO+PYTHIA8+EVTGEN, H+Wm+jet production: H->gam*gam, gam*->ll, W->all",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345963.PowhegPythia8EvtGen_NNPDF30_AZNLO_WmH125J_Hgamstargam_MINLO.py
345964,PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_Hgamstargam_MINLO,e6740,0.042273,1.0,1.0,20000.0,17229.146503448486,15378.742477814436,"qq->WpH, H->gam*gam, W->all",Powheg+EvtGen(v1.6.0),"['2lepton', 'Higgs', 'SM', 'SMHiggs', 'mH125', 'photon']","POWHEG+MiNLO+PYTHIA8++EVTGEN, H+Wp+jet production: H->gam*gam, gam*->ll, Wp->all",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345964.PowhegPythia8EvtGen_NNPDF30_AZNLO_WpH125J_Hgamstargam_MINLO.py
345965,PowhegPythia8EvtGen_NNPDF30_AZNLO_ZH125J_Hgamstargam_MINLO,e6740,0.037731,0.00227,1.0,40000.0,30424.05786728859,24087.359644004322,"qq->ZH, H->gam*gam, Z->all",Powheg+EvtGen(v1.6.0),"['2lepton', 'Higgs', 'SM', 'SMHiggs', 'ZHiggs', 'mH125', 'photon']","POWHEG+MiNLO+PYTHIA8, H+Z+jet production: H->gam*gam, Z->all",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID345xxx/MC15.345965.PowhegPythia8EvtGen_NNPDF30_AZNLO_ZH125J_Hgamstargam_MINLO.py
346188,aMcAtNloPythia8EvtGen_tHjb125_4fl_gamgam,e7305,0.060646,1.0,1.0,40000.0,2437.233355343342,1963.6740305201986,pp>tHbj,aMcAtNlo+Pythia8.230+EvtGen,"['higgs', 'smhiggs', 'thiggs']",aMcAtNlo tHjb,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346188.aMcAtNloPythia8EvtGen_tHjb125_4fl_gamgam.py
346189,aMcAtNloPythia8EvtGen_ttH_gamgam,e7176,0.45767,1.0,1.0,54000.0,24708.58642232418,51545.6006669145,ttH H->gamma gamma,aMcAtNlo+Pythia8(v.230)+EvtGen,"['higgs', 'ttbar', 'tthiggs']",aMcAtNlo_ttH,https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346189.aMcAtNloPythia8EvtGen_ttH_gamgam.py
346190,PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_tautaul13l7,e7259,3.7476,0.46566,1.0,140000.0,524391.1262533665,1984114.3646324521,VBF H->tautau->ll,Powheg+Pythia8(v.230)+EvtGen,"['2tau', 'Higgs', 'SM', 'SMHiggs', 'VBF', 'mH125']","POWHEG+PYTHIA8+EVTGEN, VBF H->tautau",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346190.PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_tautaul13l7.py
346191,PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_tautaulm15hp20,e7259,3.7474,0.17637,1.0,87000.0,325576.49645495415,1232596.1253967588,VBF H -> tautau -> l-h+,Powheg+Pythia8(v.230)+EvtGen,"['2tau', 'Higgs', 'SM', 'SMHiggs', 'VBF', 'mH125']","POWHEG+PYTHIA8+EVTGEN, VBF H->tautau",https://gitlab.cern.ch/atlas-physics/pmg/infrastructure/mc15joboptions/-/tree/master/share/DSID346xxx/MC15.346191.PowhegPy8EG_NNPDF30_AZNLOCTEQ6L1_VBFH125_tautaulm15hp20.py
